OJ,Problem Number,Problem Title,AC Users,Try Users,AC Submission,All Submission
POJ,1032,Parliament,6612,7801,8079,19049
POJ,1025,Department,365,559,483,2003
POJ,1024,Tester Program,719,912,992,2781
POJ,1027,The Same Game,1606,1889,2314,6276
POJ,1026,Cipher,4046,4896,6152,22229
POJ,1023,The Fun Number System,2853,3237,3748,11064
POJ,1028,Web Navigation,11542,12576,15388,34466
POJ,1021,2D-Nim,1395,1636,1785,3962
POJ,1022,Packing Unit 4D Cubes,641,808,855,2487
POJ,1020,Anniversary Cake,3263,4055,5674,17390
POJ,1019,Number Sequence,8436,11016,11729,40349
POJ,1018,Communication System,6983,8121,10474,29425
POJ,1016,Numbers That Count,5713,6337,7073,21167
POJ,1015,Jury Compromise,4693,5935,7990,29973
POJ,1017,Packets,13741,15361,19127,56155
POJ,1010,STAMPS,3692,4512,5530,19016
POJ,1009,Edge Detection,3650,5068,5188,22085
POJ,1013,Counterfeit Dollar,12036,13960,15013,47491
POJ,1014,Dividing,10933,13331,18813,72085
POJ,1012,Joseph,15622,17630,20991,54886
POJ,1008,Maya Calendar,19191,21239,24314,79142
POJ,1011,Sticks,16122,22969,35032,147847
POJ,1007,DNA Sorting,30867,33664,41302,103129
POJ,1005,I Think I Need a Houseboat,38305,40003,45810,105176
POJ,1006,Biorhythms,30799,34342,44567,138887
POJ,1001,Exponentiation,30110,44228,41527,171537
POJ,1003,Hangover,49879,52344,62103,127172
POJ,1002,487-3279,28915,39438,52877,295245
POJ,1004,Financial Management,56320,59229,70773,186429
POJ,1000,A+B Problem,160248,170822,239918,427277
POJ,1196,Twofive,132,197,162,432
POJ,1194,HIDDEN CODES,69,112,103,397
POJ,1199,Left labyrinths,91,264,113,570
POJ,1198,Solitaire,727,1068,1515,4379
POJ,1197,Depot,80,129,136,442
POJ,1193,内存分配,427,764,957,4950
POJ,1192,最优连通子集,1204,1332,1617,3002
POJ,1187,陨石的秘密,630,743,879,2360
POJ,1195,Mobile phones,5437,5864,9435,20371
POJ,1191,棋盘分割,3663,4034,5528,15568
POJ,1189,钉子和小球,1931,2140,2567,8280
POJ,1188,Gleaming the Cubes,641,693,753,1395
POJ,1190,生日蛋糕,3449,3973,7243,20370
POJ,1186,方程的解数,1329,1590,2549,7387
POJ,1184,聪明的打字员,968,1610,1659,7884
POJ,1181,Bus Terminals,105,192,220,641
POJ,1180,Batch Scheduling,1068,1197,1914,4171
POJ,1185,炮兵阵地,5073,5939,11300,29170
POJ,1183,反正切函数的应用,4418,4892,5662,15830
POJ,1178,Camelot,1148,1250,1577,3362
POJ,1179,Polygon,1797,1959,2498,5825
POJ,1176,Party Lamps,1150,1360,1551,4601
POJ,1175,Starry Night,509,606,686,1797
POJ,1174,Contact,489,674,753,2504
POJ,1177,Picture,3229,3476,6778,12830
POJ,1182,食物链,10340,12802,23054,77397
POJ,1173,Bar Codes,276,333,360,1004
POJ,1172,Street Race,224,337,275,1232
POJ,1171,Letter Game,1700,2312,3377,12320
POJ,1170,Shopping Offers,1417,1569,2204,5253
POJ,1169,Packing Rectangles,536,610,638,1254
POJ,1168,The Circle,160,217,279,807
POJ,1167,The Buses,860,1102,1755,6422
POJ,1165,The Primes,568,710,853,2045
POJ,1164,The Castle,3442,3662,4452,7911
POJ,1166,The Clocks,5016,5682,7264,17702
POJ,1162,Building with Blocks,105,162,153,398
POJ,1161,Walls,1951,2208,3841,8060
POJ,1158,TRAFFIC LIGHTS,1057,1207,3098,7405
POJ,1160,Post Office,5907,6288,10883,20199
POJ,1156,A STRIP OF LAND,767,986,2018,6794
POJ,1153,SAFE,178,262,243,988
POJ,1155,TELE,1462,1563,2994,5408
POJ,1154,LETTERS,2421,2576,4019,8991
POJ,1163,The Triangle,19974,20711,30944,51098
POJ,1152,An Easy Problem!,1713,2122,2352,9221
POJ,1157,LITTLE SHOP OF FLOWERS,6328,6630,10107,21875
POJ,1159,Palindrome,11162,12281,22379,64216
POJ,1150,The Last Non-zero Digit,1190,1647,1633,5343
POJ,1151,Atlantis,4503,4906,8765,23574
POJ,1149,PIGS,4905,5194,9934,21756
POJ,1148,Utopia Divided,278,366,382,914
POJ,1147,Binary codes,1823,2303,2392,6035
POJ,1145,Tree Summing,1175,1389,2062,8399
POJ,1146,ID Codes,3444,3613,4140,6980
POJ,1143,Number Game,1039,1194,1591,3855
POJ,1144,Network,3428,3685,6642,14600
POJ,1142,Smith Numbers,3243,3632,4736,13916
POJ,1140,Expanding Fractions,1124,1242,1420,3625
POJ,1141,Brackets Sequence,5238,6287,9454,32691
POJ,1139,Cat and Mouse,265,330,341,1097
POJ,1138,Ships,74,148,127,882
POJ,1137,The New Villa,324,466,495,1520
POJ,1136,Pendulum,70,121,88,303
POJ,1135,Domino Effect,1632,1865,2980,11856
POJ,1134,Hexagon,166,203,179,366
POJ,1132,Border,1561,1672,1903,3983
POJ,1133,Stars,117,193,166,889
POJ,1131,Octal Fractions,3113,3381,4031,7381
POJ,1130,Alien Security,791,938,1090,2973
POJ,1129,Channel Allocation,5034,5418,8225,16266
POJ,1128,Frame Stacking,1364,1652,1950,5563
POJ,1126,Simply Syntax,1973,2151,2506,5607
POJ,1124,"Oh, Those Achin' Feet",103,159,128,453
POJ,1127,Jack Straws,1274,1397,2149,4696
POJ,1123,For the Porsche,105,158,144,415
POJ,1122,FDNY to the Rescue!,713,861,1025,3268
POJ,1121,Algernon's Noxious Emissions,143,210,161,386
POJ,1125,Stockbroker Grapevine,12904,13311,20731,37263
POJ,1120,A New Growth Industry,1113,1256,1266,2675
POJ,1117,Pairs of Integers,769,1047,1022,4005
POJ,1119,Start Up the Startup,444,623,569,2283
POJ,1116,Library,194,279,298,887
POJ,1118,Lining Up,5004,5772,8093,25838
POJ,1115,Statistical Trouble,63,129,92,283
POJ,1114,Chemical Reactions,315,408,389,783
POJ,1112,Team Them Up!,1375,1743,2130,7941
POJ,1111,Image Perimeters,4128,4410,5466,9267
POJ,1110,Double Vision,189,248,219,432
POJ,1109,Index Generation,93,158,101,306
POJ,1108,Split Windows,148,202,173,319
POJ,1113,Wall,6294,6917,13057,38274
POJ,1107,W's Cipher,2408,2574,2837,5665
POJ,1106,Transmitters,2145,2294,2868,5397
POJ,1105,S-Trees,851,950,1049,1998
POJ,1104,Robbery,326,406,443,1092
POJ,1103,Maze,415,497,658,1539
POJ,1102,LC-Display,5430,5912,6650,16592
POJ,1101,The Game,2078,2524,3390,11018
POJ,1100,Dreisam Equations,318,579,628,3137
POJ,1296,Noise Effect,114,148,137,279
POJ,1299,Polar Explorer,1261,1379,1447,4224
POJ,1295,"I hate SPAM, but some people love it",126,177,150,339
POJ,1297,Supermarket,428,510,640,1697
POJ,1293,Duty Free Shop,398,459,545,1410
POJ,1294,Not Too Convex Hull,83,125,125,425
POJ,1288,Sly Number,93,124,141,360
POJ,1290,Grandpa's Rubik Cube,193,220,217,350
POJ,1292,Will Indiana Jones Get There?,356,454,555,2166
POJ,1291,This Sentence is False,355,426,475,1101
POJ,1289,The Cat in the Hat,457,532,570,1646
POJ,1298,The Hardest Problem Ever,11396,11975,14304,26427
POJ,1287,Networking,3024,3166,6621,12272
POJ,1286,Necklace of Beads,2553,2645,3566,8583
POJ,1285,"Combinations, Once Again",403,495,606,1783
POJ,1284,Primitive Roots,1701,1816,2736,4630
POJ,1283,Moving Computer,757,862,982,2185
POJ,1282,庆典的日期,207,573,331,2589
POJ,1281,MANAGER,763,859,1074,3038
POJ,1280,Game,121,167,156,374
POJ,1279,Art Gallery,1470,1564,3280,8303
POJ,1278,BOAT,99,151,136,429
POJ,1277,Beer Land,238,290,272,568
POJ,1275,Cashier Employment,1573,1765,3238,8411
POJ,1276,Cash Machine,6860,7527,13362,36826
POJ,1274,The Perfect Stall,6928,7371,11688,26310
POJ,1272,Synchronous Design,55,80,84,303
POJ,1271,Nice Milk,189,256,381,1518
POJ,1267,Fence,144,202,203,845
POJ,1266,Cover an Arc.,221,261,332,872
POJ,1270,Following Orders,1417,1538,2119,5201
POJ,1268,Forests,31,61,42,182
POJ,1269,Intersecting Lines,4017,4237,7196,16691
POJ,1264,SCUD Busters,261,296,462,1168
POJ,1265,Area,2016,2112,3005,6986
POJ,1273,Drainage Ditches,10839,11797,30346,77889
POJ,1263,Reflections,379,420,516,1279
POJ,1262,Input,269,309,310,724
POJ,1261,Huffman Trees,69,168,113,745
POJ,1259,The Picnic,213,293,362,1299
POJ,1260,Pearls,3515,3716,4854,9538
POJ,1257,Cross-stitch.,95,129,125,355
POJ,1255,Floors,151,186,187,468
POJ,1254,Hansel and Grethel,876,948,1008,2210
POJ,1253,Markov Trains,50,97,65,311
POJ,1252,Euro Efficiency,1044,1112,1776,4168
POJ,1256,Anagram,5450,6016,8548,21516
POJ,1250,Tanning Salon,3807,4009,4574,8565
POJ,1249,Oil Pipeline,95,123,104,319
POJ,1258,Agri-Net,12860,13917,25482,61541
POJ,1246,Hilbert Curve Intersections,59,95,93,247
POJ,1248,Safecracker,1413,1514,1745,3285
POJ,1251,Jungle Roads,7259,7665,13141,27859
POJ,1245,"Programmer, Rank Thyself",391,470,476,1279
POJ,1244,Slots of Fun,613,668,716,1235
POJ,1247,Magnificent Meatballs,4380,4518,4908,7557
POJ,1243,One Person,1388,1433,1683,2589
POJ,1242,Plugged In,158,184,208,393
POJ,1241,Knockout Tournament,467,502,536,883
POJ,1240,Pre-Post-erous!,971,1027,1518,2467
POJ,1237,The Postal Worker Rings Once,365,403,490,800
POJ,1238,Arbitrage,181,257,265,620
POJ,1235,Galactic Breakup,94,126,120,271
POJ,1234,Ball Toss,458,607,531,1142
POJ,1239,Increasing Sequences,715,891,1294,3475
POJ,1233,Street Crossing,75,133,83,416
POJ,1231,The Alphabet Game,457,584,658,1598
POJ,1232,Microfiches,41,74,53,160
POJ,1236,Network of Schools,3966,4210,7652,19450
POJ,1230,Pass-Muraille,2094,2462,3426,11142
POJ,1229,Wild Domains,239,298,357,1057
POJ,1228,Grandpa's Estate,2164,2531,3969,14212
POJ,1227,RoboContest,164,208,203,621
POJ,1224,PICTURE PUZZLE,62,98,97,307
POJ,1223,DEHUFF,67,107,98,281
POJ,1226,Substrings,3312,3769,5105,14383
POJ,1225,STRICTLY INSCRIBED SIMILAR TRIANGLES,26,53,32,113
POJ,1219,L-I-N-G-O: LINGO,219,312,238,1087
POJ,1222,EXTENDED LIGHTS OUT,4722,4965,7329,11470
POJ,1221,UNIMODAL PALINDROMIC DECOMPOSITIONS,2022,2153,2795,5711
POJ,1220,NUMBER BASE CONVERSION,1714,1825,2542,5571
POJ,1217,FOUR QUARTERS,411,476,457,1042
POJ,1216,Simulation Wizardry,150,182,165,266
POJ,1218,THE DRUNK JAILER,13578,14012,17603,28371
POJ,1215,Gondwanaland Telecom,177,229,201,610
POJ,1214,"""Accordian"" Patience",284,349,364,950
POJ,1211,Traffic Lights,151,198,194,483
POJ,1212,Eeny Meeny,75,123,88,253
POJ,1210,City Directions,26,66,30,185
POJ,1213,Roman Numerals,116,140,176,331
POJ,1209,Calendar,82,148,97,599
POJ,1206,Servers,83,161,169,512
POJ,1208,The Blocks Problem,2155,2447,2756,6388
POJ,1203,Timetable,85,134,122,391
POJ,1205,Water Treatment Plants,438,501,545,928
POJ,1202,Family,95,196,132,694
POJ,1204,Word Puzzles,2101,2331,4389,11625
POJ,1207,The 3n + 1 problem,13729,15137,18656,58445
POJ,1201,Intervals,5155,5675,10661,27690
POJ,1200,Crazy Search,4004,4700,8282,29814
POJ,1396,Simple Arithmetics,360,513,519,2103
POJ,1397,The Bulk,68,89,86,181
POJ,1395,Cog-Wheels,136,357,249,2023
POJ,1399,Direct Visibility,77,110,144,326
POJ,1393,Fold-up Patterns,16,29,35,72
POJ,1394,Railroad,212,274,379,1154
POJ,1391,Erdos Numbers,151,217,407,1261
POJ,1392,Ouroboros Snake,379,457,642,1222
POJ,1398,Complete the sequence!,368,411,510,1012
POJ,1390,Blocks,1285,1449,2378,5756
POJ,1388,Hinge Node Problem,201,242,295,449
POJ,1387,The Constraint Densest Submatrix,207,301,266,1067
POJ,1389,Area of Simple Polygons,1232,1336,1915,3695
POJ,1386,Play on Words,2525,2909,4384,12992
POJ,1385,Lifting the Stone,713,865,1109,3243
POJ,1382,The Proper Key,134,190,222,571
POJ,1383,Labyrinth,997,1158,1795,4806
POJ,1384,Piggy-Bank,3161,3360,5930,12268
POJ,1381,Secret Code,151,194,226,648
POJ,1380,Equipment Box,709,879,1136,4198
POJ,1377,Good Approximation Problem,157,196,229,994
POJ,1378,Power Cable Problem,139,161,179,357
POJ,1379,Run Away,935,1112,3059,10188
POJ,1376,Robot,1659,1909,2635,8010
POJ,1375,Intervals,861,972,1412,4693
POJ,1374,Crosswords,146,178,171,474
POJ,1372,FORCAL,68,90,94,251
POJ,1373,L-system,64,155,130,1047
POJ,1371,Tin Cutter,199,263,277,795
POJ,1370,Gossiping,162,200,190,479
POJ,1367,Time,151,214,179,581
POJ,1369,Append,88,126,125,437
POJ,1368,Puzzle,102,162,144,646
POJ,1366,Word,180,251,234,868
POJ,1361,JaWs,26,48,27,91
POJ,1362,Skew Binary,339,374,369,664
POJ,1365,Prime Land,1246,1331,1959,4308
POJ,1364,King,2655,2798,4914,13831
POJ,1363,Rails,7552,8227,13651,35167
POJ,1359,Spacecraft Malfunction,145,186,157,463
POJ,1358,Housing Complexes,93,138,118,345
POJ,1357,Afshung Pizza Delivery,44,67,47,137
POJ,1360,Blue x Red = Bang,22,64,27,223
POJ,1356,Grandpa's Other Estate,225,260,247,494
POJ,1355,Selecting the Optimal Teaching Fiends,103,163,161,1079
POJ,1353,Color Change of Go Game Pieces,252,271,317,504
POJ,1354,Placement of Keys,704,777,845,1588
POJ,1351,Number of Locks,532,611,687,1417
POJ,1352,Quantity of White Mice,114,166,146,507
POJ,1349,Coding of Permutations,344,388,426,991
POJ,1350,Cabric Number Problem,2714,3002,3403,11061
POJ,1348,Computing,202,391,274,1804
POJ,1346,Board of Directors Meeting,14,41,16,77
POJ,1347,Triangle,52,81,68,263
POJ,1345,Address Recovery,5,21,5,39
POJ,1344,Tree Size Problem,175,202,258,458
POJ,1343,Rooted Trees Isomorphism,106,138,163,551
POJ,1342,Tag Trees,67,87,110,313
POJ,1341,The Strongest Subchains,117,166,172,725
POJ,1339,poker card game,187,234,253,799
POJ,1337,A Lazy Worker,282,336,412,1214
POJ,1340,The Longest Detour Problem,151,190,226,651
POJ,1336,The K-League,163,224,257,727
POJ,1335,Digital Onion,90,118,128,453
POJ,1338,Ugly Numbers,7971,8901,11013,25011
POJ,1334,Two Mountaineers,132,167,173,404
POJ,1333,Christmas Gifts,42,64,55,149
POJ,1331,Multiply,2665,2830,3074,5925
POJ,1332,Finding Liars,339,382,704,1573
POJ,1329,Circle Through Three Points,1198,1305,1659,3954
POJ,1327,Moving Object Recognition,200,233,330,554
POJ,1330,Nearest Common Ancestors,7781,8206,15520,30349
POJ,1322,Chocolate,1515,1758,2762,10651
POJ,1326,Mileage Bank,5038,5397,6108,14690
POJ,1324,Holedox Moving,1350,1749,4054,17013
POJ,1325,Machine Schedule,4283,4545,6712,15643
POJ,1323,Game Prediction,4056,4294,5388,11179
POJ,1320,Street Numbers,1367,1462,1678,3004
POJ,1319,Pipe Fitters,611,664,766,1689
POJ,1328,Radar Installation,10395,12072,20318,90408
POJ,1318,Word Amalgamation,3746,3946,4555,9522
POJ,1317,Do the Untwist,1870,1994,2117,3482
POJ,1321,棋盘问题,9522,10153,24361,50290
POJ,1315,Don't Get Rooked,1229,1286,1542,2398
POJ,1314,Finding Rectangles,601,646,704,1892
POJ,1316,Self Numbers,10358,10860,13637,24376
POJ,1311,Doing Windows,96,144,102,323
POJ,1310,Nonstop Travel,149,195,171,528
POJ,1313,Booklet Printing,1050,1117,1168,2292
POJ,1309,"Coconuts, Revisited",704,799,866,2120
POJ,1312,Numerically Speaking,556,606,641,1101
POJ,1307,Mapping the Route,179,212,196,493
POJ,1308,Is It A Tree?,6131,6945,11568,34116
POJ,1304,World's Worst Bus Schedule,261,311,291,813
POJ,1306,Combinations,3498,3705,4422,9582
POJ,1305,Fermat vs. Pythagoras,703,777,947,1618
POJ,1303,Byte Me!,111,135,117,254
POJ,1302,"Blue Gene, Jr.",324,361,355,552
POJ,1301,The Umbrella Problem: 2054,129,160,137,292
POJ,1300,Door Man,813,902,1185,2921
POJ,1498,Matching Meetings,32,58,50,178
POJ,1495,LED Test,143,191,161,387
POJ,1494,Sunrise,117,149,164,386
POJ,1499,"Supercomputer Selection, The Sequel",35,51,44,96
POJ,1497,Molecules,84,102,112,169
POJ,1496,Word Index,2420,2611,2901,5128
POJ,1493,Machined Surfaces,1940,1995,2283,3721
POJ,1492,Up and Down Sequences,383,422,415,717
POJ,1490,Cabinets,49,84,63,288
POJ,1489,Egyptian Multiplication,215,258,300,1070
POJ,1491,Pi,2443,2568,2781,4991
POJ,1487,Single-Player Games,215,265,421,1581
POJ,1488,TEX Quotes,4186,4383,5561,10674
POJ,1485,Fast Food,960,1197,1188,3160
POJ,1480,Optimal Programs,265,328,482,1347
POJ,1479,MBone,34,60,34,110
POJ,1482,"It's not a Bug, It's a Feature!",329,371,583,1473
POJ,1481,The Die Is Cast,289,332,409,999
POJ,1484,Blowing Fuses,1358,1442,1666,4350
POJ,1486,Sorting Slides,1165,1301,1847,4692
POJ,1483,Going in Circles on Alpha Centauri,36,59,43,101
POJ,1478,Island of Logic,153,198,184,597
POJ,1476,Always On the Run,320,354,380,738
POJ,1475,Pushing Boxes,1032,1211,2089,6059
POJ,1477,Box of Bricks,7134,7452,8899,22561
POJ,1474,Video Surveillance,1111,1199,1894,4256
POJ,1473,There's Treasure Everywhere!,734,795,933,2146
POJ,1472,Instant Complexity,597,663,786,2274
POJ,1467,Symbolic Derivation,44,54,48,100
POJ,1471,Triangles,573,656,746,2019
POJ,1465,Multiple,1018,1276,1754,7819
POJ,1464,Company,29,83,45,354
POJ,1468,Rectangles,1061,1161,1753,3403
POJ,1470,Closest Common Ancestors,2747,3193,6629,20909
POJ,1462,Random Walk,99,184,183,771
POJ,1461,Binary Polynomials,105,145,186,444
POJ,1466,Girls and Boys,3159,3452,5773,12979
POJ,1463,Strategic game,2014,2218,3976,8485
POJ,1469,COURSES,5284,5609,9456,24244
POJ,1460,Firefighters,230,283,351,1080
POJ,1457,Lord of the Ring,134,181,195,605
POJ,1453,Delta Encoding and Decoding,185,229,221,748
POJ,1449,Enigma,59,83,70,188
POJ,1454,Factorial Frequencies,1070,1128,1234,2850
POJ,1451,T9,898,1061,1438,4023
POJ,1456,Supermarket,2956,3277,6149,13608
POJ,1452,Signal Box,21,37,25,75
POJ,1448,Cube,79,112,109,312
POJ,1455,Crazy tea party,4395,4555,5098,7502
POJ,1450,Gridland,3816,3947,4718,9631
POJ,1459,Power Network,5157,5444,14999,28934
POJ,1458,Common Subsequence,13025,14091,22839,54815
POJ,1447,Ambiguous Dates,51,74,56,147
POJ,1446,Moscow Time,96,130,118,491
POJ,1444,Parallelepiped walk,151,236,197,831
POJ,1440,Varacious Steve,132,172,177,379
POJ,1445,Random number,34,55,37,121
POJ,1439,Rhombs,47,66,64,119
POJ,1441,Table,51,93,74,320
POJ,1443,DEL command,56,101,66,217
POJ,1442,Black Box,2667,3004,5524,13549
POJ,1438,One-way Traffic,166,202,309,957
POJ,1437,Chat Rooms,83,125,99,582
POJ,1436,Horizontally Visible Segments,846,940,2065,5679
POJ,1435,Gates,70,86,123,264
POJ,1434,Fill the Cisterns!,722,819,1357,4125
POJ,1433,Exchanges,164,194,245,475
POJ,1432,Decoding Morse Sequences,441,512,699,1754
POJ,1431,Calendar of Maya,76,94,95,214
POJ,1429,Alice and Bob,169,253,268,967
POJ,1430,Binary Stirling Numbers,558,687,760,1920
POJ,1428,Hermes' Colony,25,55,38,232
POJ,1425,Enigmatic Travel,94,113,131,221
POJ,1427,Get Them All,39,63,58,147
POJ,1424,Diamonds,58,96,82,318
POJ,1426,Find The Multiple,6015,6471,14321,34197
POJ,1422,Air Raid,3521,3674,5138,8598
POJ,1423,Big Number,6813,7833,9059,28482
POJ,1421,Peter's Calculator,64,99,86,360
POJ,1420,Spreadsheet,254,289,395,811
POJ,1419,Graph Coloring,1402,1564,2465,5287
POJ,1417,True Liars,575,660,1220,3753
POJ,1418,Viva Confetti,247,293,424,1053
POJ,1416,Shredding Company,2529,2651,3474,6411
POJ,1415,Map of Ninja House,156,199,195,587
POJ,1414,Life Line,576,609,667,906
POJ,1413,GIGA Universe Cup,51,77,58,185
POJ,1412,Equals are Equals,62,101,88,461
POJ,1411,Calling Extraterrestrial Intelligence Again,2107,2390,4413,11395
POJ,1408,Fishnet,1098,1145,1458,2344
POJ,1407,e-Market,128,172,150,415
POJ,1409,77377,299,364,342,903
POJ,1410,Intersection,2387,2806,4009,15325
POJ,1406,Starship Hakodate-maru,773,817,906,1471
POJ,1405,Heritage,1852,2198,2856,7575
POJ,1404,I-Keyboard,743,832,2141,4405
POJ,1403,Hotline,80,114,152,628
POJ,1402,The Game of Master-Mind,64,97,89,2419
POJ,1400,Complicated Expressions,364,509,542,1745
POJ,1401,Factorial,7668,7924,10142,16453
POJ,1599,Station Balance,160,208,210,553
POJ,1596,Gears on a Board,30,56,36,110
POJ,1598,"Excuses, Excuses!",1204,1405,1523,4450
POJ,1594,Message Routing,45,53,51,91
POJ,1593,Radar Scopes,35,66,48,200
POJ,1595,Prime Cuts,3535,3741,4440,11660
POJ,1592,Postscript,64,108,84,338
POJ,1597,Uniform Generator,2196,2320,2601,5566
POJ,1588,Reverse Roman Notation,197,233,263,720
POJ,1591,M*A*S*H,499,544,569,1062
POJ,1590,Palindromes,1180,1356,1448,4273
POJ,1589,Unix ls,705,809,936,2816
POJ,1587,High and Dry,25,38,31,130
POJ,1585,Helping Florida,86,121,95,420
POJ,1586,Three Sides Make a Triangle,466,630,635,4030
POJ,1582,Which Way Do I Go?,57,101,68,445
POJ,1581,A Contesting Decision,1749,1798,2168,3195
POJ,1583,Choose Your Words Carefully,428,511,569,1850
POJ,1584,A Round Peg in a Ground Hole,1240,1355,2294,7057
POJ,1580,String Matching,1802,1896,2114,4163
POJ,1578,Instruens Fabulam,275,307,346,730
POJ,1576,Colorville,165,208,179,336
POJ,1577,Falling Leaves,1567,1678,2952,5503
POJ,1575,Easier Done Than Said?,2465,2590,2733,4910
POJ,1574,The Triangle Game,290,320,345,599
POJ,1579,Function Run Fun,7596,7907,9931,19691
POJ,1572,Automatic Editing,591,647,679,1494
POJ,1571,Loansome Car Buyer,99,125,113,295
POJ,1570,Exchange Rates,152,176,172,330
POJ,1573,Robot Motion,5025,5252,6901,14343
POJ,1569,Myacm Triangles,532,561,659,1180
POJ,1567,WIMP,37,57,41,106
POJ,1568,Find the Winning Move,330,368,657,1382
POJ,1566,Haiku Review,460,485,507,814
POJ,1563,The Snail,864,949,945,1996
POJ,1561,Another Puzzling Problem,93,121,125,381
POJ,1564,Sum It Up,2986,3177,4128,8084
POJ,1565,Skew Binary,6380,6593,7123,11181
POJ,1562,Oil Deposits,6104,6394,10040,18954
POJ,1558,Board Silly,129,151,147,283
POJ,1560,18 Wheeler Caravans (aka Semigroups),45,57,46,87
POJ,1559,Equation Elation,105,126,125,263
POJ,1557,Mapmaker,130,147,140,210
POJ,1556,The Doors,1997,2161,3461,9021
POJ,1554,Tournament Brackets,70,84,82,206
POJ,1555,Polynomial Showdown,1371,1496,1805,5556
POJ,1553,Fax Regions,32,60,55,193
POJ,1551,Data Mining?,116,143,139,248
POJ,1550,Treadmill,141,165,167,321
POJ,1549,Bright Bracelet,119,202,176,703
POJ,1552,Doubles,10102,10491,12899,22714
POJ,1548,Robots,1428,1555,2021,4367
POJ,1545,Galactic Import,151,179,172,356
POJ,1547,Clay Bully,4333,4497,4803,8503
POJ,1544,A Puzzling Problem,110,160,120,365
POJ,1546,Basically Speaking,1802,1941,2142,4782
POJ,1542,DNA Translation,57,100,62,298
POJ,1541,Dart-a-Mania,59,74,64,158
POJ,1543,Perfect Cubes,6404,6688,8177,15807
POJ,1539,Evaluating Simple C Expressions,217,257,258,579
POJ,1540,The Finite State Text-Processing,23,50,27,132
